campaign_id,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
7544,finance,email,39556,88,55+,Europe,mobile,Windows,Chrome,454678,0.634548822,1,449.5,757796.6667,80%,70%,90%
7545,manufacturing,social media,20641,54,35-54,North America,desktop,Windows,Chrome,251308,0.150268274,1,382.2407407,314135,90%,70%,90%
7548,manufacturing,social media,24804,34,18-34,Africa,desktop,Windows,Firefox,321992,0.385260812,0,729.5294118,321992,90%,70%,80%
7549,finance,email,24411,9,55+,Africa,mobile,iOS,Chrome,469992,0.007866098,1,2712.333333,783320,80%,90%,90%
7551,manufacturing,content marketing,33536,42,55+,Europe,mobile,Android,Chrome,459791,0.773823744,1,798.4761905,766318.3333,80%,80%,90%
7557,manufacturing,email,30723,72,18-34,Asia-Pacific,tablet,Windows,Firefox,313443,0.668816532,1,426.7083333,313443,70%,70%,80%
7560,finance,email,25293,61,18-34,South America,tablet,Windows,Firefox,430025,0.645084353,1,414.6393443,430025,70%,70%,80%
7561,technology,search engine,49649,71,35-54,North America,mobile,iOS,Chrome,222199,0.34752503,1,699.2816901,277748.75,80%,90%,90%
7563,retail,search engine,31745,9,35-54,Africa,tablet,iOS,Firefox,135330,0.146014795,1,3527.222222,169162.5,70%,90%,80%
7575,manufacturing,email,15413,12,55+,Asia-Pacific,tablet,Windows,Safari,166742,0.189499595,1,1284.416667,277903.3333,70%,70%,70%
7576,finance,influencer,6157,49,55+,Asia-Pacific,tablet,Android,Chrome,23043,0.861886117,1,125.6530612,38405,70%,80%,90%
7580,healthcare,influencer,45043,29,55+,Africa,mobile,Windows,Firefox,236769,0.42450327,1,1553.206897,394615,80%,70%,80%
7581,retail,email,19478,22,35-54,Asia-Pacific,desktop,Windows,Chrome,98385,0.668032057,1,885.3636364,122981.25,90%,70%,90%
7584,healthcare,social media,42140,88,35-54,Africa,mobile,iOS,Firefox,101862,0.487645545,1,478.8636364,127327.5,80%,90%,80%
7587,technology,influencer,35166,71,55+,South America,tablet,Windows,Firefox,120404,0.916757475,1,495.2957746,200673.3333,70%,70%,80%
7588,retail,influencer,23707,65,18-34,South America,tablet,Android,Firefox,158614,0.500714583,1,364.7230769,158614,70%,80%,80%
7589,manufacturing,influencer,5233,29,55+,Africa,desktop,iOS,Firefox,6920,0.146141197,1,180.4482759,11533.33333,90%,90%,80%
7591,services,influencer,45684,25,35-54,Asia-Pacific,desktop,iOS,Chrome,176851,0.387599281,0,1827.36,221063.75,90%,90%,90%
7592,finance,social media,5031,41,18-34,Africa,tablet,iOS,Chrome,265921,0.649774028,1,122.7073171,265921,70%,90%,90%
7597,services,email,43662,19,55+,Africa,mobile,Windows,Safari,24583,0.210505462,1,2298,40971.66667,80%,70%,70%
7601,services,social media,20574,71,35-54,Africa,desktop,Windows,Firefox,449931,0.937261658,1,289.7746479,562413.75,90%,70%,80%
7604,retail,content marketing,17095,52,18-34,South America,mobile,Windows,Safari,333646,0.735614575,1,328.75,333646,80%,70%,70%
7606,manufacturing,search engine,33631,13,55+,South America,mobile,iOS,Firefox,117308,0.441730205,1,2587,195513.3333,80%,90%,80%
7607,e-commerce,social media,27362,51,55+,Africa,desktop,Windows,Firefox,116668,0.3979657,0,536.5098039,194446.6667,90%,70%,80%
7608,manufacturing,search engine,35700,28,55+,Africa,mobile,Windows,Chrome,464281,0.730343502,1,1275,773801.6667,80%,70%,90%
7610,manufacturing,influencer,46775,58,18-34,South America,desktop,Android,Firefox,414443,0.360173622,1,806.4655172,414443,90%,80%,80%
7621,e-commerce,content marketing,44356,57,35-54,Africa,desktop,Windows,Safari,238139,0.291001088,1,778.1754386,297673.75,90%,70%,70%
7622,technology,social media,47184,22,35-54,Asia-Pacific,tablet,Android,Chrome,321242,0.084832857,1,2144.727273,401552.5,70%,80%,90%
7623,finance,influencer,39633,18,35-54,Europe,tablet,iOS,Firefox,429997,0.731067066,1,2201.833333,537496.25,70%,90%,80%
7626,manufacturing,email,29640,37,18-34,North America,tablet,Android,Chrome,54527,0.639855436,1,801.0810811,54527,70%,80%,90%
7627,technology,content marketing,41217,27,35-54,Africa,mobile,Windows,Safari,368101,0.666263177,1,1526.555556,460126.25,80%,70%,70%
7629,technology,social media,20461,27,55+,South America,desktop,Windows,Chrome,275599,0.556467583,1,757.8148148,459331.6667,90%,70%,90%
7630,finance,content marketing,20336,34,55+,Africa,desktop,iOS,Safari,484529,0.848887265,1,598.1176471,807548.3333,90%,90%,70%
7632,manufacturing,search engine,42742,77,55+,Africa,desktop,iOS,Chrome,225524,0.065350486,1,555.0909091,375873.3333,90%,90%,90%
7634,technology,social media,20458,79,55+,South America,mobile,iOS,Safari,393785,0.60381084,1,258.9620253,656308.3333,80%,90%,70%
7635,manufacturing,email,7435,53,18-34,Europe,desktop,Android,Safari,302339,0.185923425,1,140.2830189,302339,90%,80%,70%
7636,manufacturing,search engine,33736,26,18-34,Africa,desktop,Android,Firefox,169021,0.5218988,1,1297.538462,169021,90%,80%,80%
7637,e-commerce,influencer,34992,44,18-34,Asia-Pacific,tablet,Android,Chrome,438013,0.745667857,1,795.2727273,438013,70%,80%,90%
7638,services,email,39218,43,18-34,Africa,mobile,iOS,Firefox,152611,0.731705882,1,912.0465116,152611,80%,90%,80%
7639,manufacturing,influencer,45692,64,35-54,South America,mobile,iOS,Safari,192085,0.595723056,1,713.9375,240106.25,80%,90%,70%
7641,services,content marketing,28700,48,18-34,North America,desktop,iOS,Safari,50363,0.304007137,0,597.9166667,50363,90%,90%,70%
7643,services,content marketing,21825,68,35-54,Africa,mobile,Android,Safari,212698,0.788252922,0,320.9558824,265872.5,80%,80%,70%
7645,finance,content marketing,32763,39,55+,Africa,mobile,Android,Firefox,38152,0.733199949,0,840.0769231,63586.66667,80%,80%,80%
7646,finance,search engine,34574,73,55+,Europe,mobile,iOS,Chrome,470030,0.923509547,1,473.6164384,783383.3333,80%,90%,90%
7647,e-commerce,social media,7367,12,35-54,Asia-Pacific,tablet,iOS,Firefox,371435,0.623923184,0,613.9166667,464293.75,70%,90%,80%
7650,finance,email,44927,70,55+,South America,mobile,iOS,Firefox,411045,0.000542702,1,641.8142857,685075,80%,90%,80%
7652,services,search engine,36076,68,18-34,North America,desktop,Windows,Firefox,126462,0.269211483,1,530.5294118,126462,90%,70%,80%
7653,retail,email,12286,11,55+,Asia-Pacific,tablet,Windows,Safari,40231,0.269779439,1,1116.909091,67051.66667,70%,70%,70%
7654,finance,search engine,35281,17,18-34,Africa,desktop,Windows,Firefox,478366,0.667081934,1,2075.352941,478366,90%,70%,80%
7655,services,email,24734,80,18-34,Asia-Pacific,desktop,Android,Firefox,210541,0.150239277,1,309.175,210541,90%,80%,80%
7656,healthcare,influencer,7829,85,55+,South America,desktop,Android,Safari,332369,0.435456905,1,92.10588235,553948.3333,90%,80%,70%
7657,e-commerce,content marketing,40381,88,35-54,South America,mobile,Windows,Firefox,103513,0.004908028,0,458.875,129391.25,80%,70%,80%
7659,e-commerce,search engine,44980,84,35-54,North America,mobile,iOS,Safari,313581,0.041054542,1,535.4761905,391976.25,80%,90%,70%
7662,manufacturing,search engine,12879,83,18-34,North America,desktop,Windows,Safari,426597,0.480096404,1,155.1686747,426597,90%,70%,70%
7663,finance,content marketing,29816,8,18-34,South America,desktop,Windows,Chrome,177316,0.761453146,1,3727,177316,90%,70%,90%
7664,finance,influencer,37225,65,35-54,South America,mobile,Android,Chrome,489262,0.862923042,1,572.6923077,611577.5,80%,80%,90%
7665,technology,search engine,15334,82,35-54,North America,tablet,Windows,Chrome,448211,0.516673502,1,187,560263.75,70%,70%,90%
7666,e-commerce,email,46324,31,18-34,North America,desktop,Windows,Chrome,180642,0.649771593,0,1494.322581,180642,90%,70%,90%
7673,healthcare,content marketing,17849,49,55+,Europe,desktop,iOS,Chrome,456417,0.97365939,1,364.2653061,760695,90%,90%,90%
7674,e-commerce,content marketing,26160,76,18-34,South America,mobile,Windows,Safari,90561,0.986318612,1,344.2105263,90561,80%,70%,70%
7675,retail,influencer,37545,59,35-54,Asia-Pacific,tablet,Android,Safari,282108,0.695106384,1,636.3559322,352635,70%,80%,70%
7676,retail,search engine,15339,27,18-34,Asia-Pacific,desktop,iOS,Chrome,282770,0.384161642,1,568.1111111,282770,90%,90%,90%
7677,technology,content marketing,6616,26,55+,Europe,mobile,iOS,Chrome,133044,0.751535593,1,254.4615385,221740,80%,90%,90%
7679,technology,social media,30549,39,18-34,Europe,desktop,iOS,Chrome,203286,0.544985598,1,783.3076923,203286,90%,90%,90%
7680,services,content marketing,11825,69,55+,Asia-Pacific,desktop,Windows,Chrome,46522,0.13183688,1,171.3768116,77536.66667,90%,70%,90%
7688,finance,social media,20874,68,55+,Europe,desktop,Windows,Chrome,486924,0.739472325,1,306.9705882,811540,90%,70%,90%
7689,healthcare,influencer,14333,35,55+,Asia-Pacific,mobile,Windows,Firefox,233823,0.020713892,1,409.5142857,389705,80%,70%,80%
7690,finance,search engine,5977,80,35-54,South America,desktop,iOS,Safari,81646,0.68776697,1,74.7125,102057.5,90%,90%,70%
7691,services,social media,31810,38,35-54,North America,desktop,Windows,Chrome,449567,0.129704728,1,837.1052632,561958.75,90%,70%,90%
7693,finance,content marketing,11722,31,18-34,Europe,desktop,Android,Safari,218645,0.505179521,1,378.1290323,218645,90%,80%,70%
7695,e-commerce,social media,18217,21,35-54,Europe,tablet,Android,Firefox,162195,0.432354776,1,867.4761905,202743.75,70%,80%,80%
7698,finance,content marketing,41260,24,18-34,North America,mobile,Android,Chrome,106579,0.935555441,1,1719.166667,106579,80%,80%,90%
7704,finance,social media,29153,58,18-34,North America,desktop,iOS,Safari,417213,0.085334125,1,502.637931,417213,90%,90%,70%
7705,manufacturing,email,46528,17,35-54,Asia-Pacific,mobile,Android,Safari,95063,0.164660282,1,2736.941176,118828.75,80%,80%,70%
7706,finance,search engine,14513,61,55+,Europe,desktop,iOS,Firefox,15226,0.385426836,1,237.9180328,25376.66667,90%,90%,80%
7708,e-commerce,content marketing,28088,82,35-54,North America,mobile,iOS,Chrome,244577,0.982931074,0,342.5365854,305721.25,80%,90%,90%
7712,healthcare,social media,12365,88,35-54,North America,tablet,Windows,Safari,304743,0.026554012,1,140.5113636,380928.75,70%,70%,70%
7713,finance,email,44400,61,55+,North America,mobile,Android,Firefox,431156,0.897126658,1,727.8688525,718593.3333,80%,80%,80%
7716,manufacturing,social media,38845,63,35-54,Asia-Pacific,mobile,Android,Safari,322711,0.087067684,1,616.5873016,403388.75,80%,80%,70%
7717,services,search engine,25983,69,18-34,Africa,mobile,iOS,Chrome,394136,0.164926946,0,376.5652174,394136,80%,90%,90%
7719,services,social media,13670,26,35-54,Europe,desktop,iOS,Safari,81303,0.038505697,1,525.7692308,101628.75,90%,90%,70%
7720,technology,influencer,32809,53,18-34,North America,desktop,iOS,Chrome,348042,0.389756738,1,619.0377358,348042,90%,90%,90%
7724,finance,search engine,39139,35,55+,Europe,mobile,Windows,Firefox,489954,0.008844313,1,1118.257143,816590,80%,70%,80%
7726,finance,influencer,33476,55,18-34,South America,tablet,iOS,Firefox,460247,0.776228964,0,608.6545455,460247,70%,90%,80%
7727,services,content marketing,32177,12,55+,Europe,mobile,iOS,Chrome,286297,0.340529496,1,2681.416667,477161.6667,80%,90%,90%
7728,e-commerce,search engine,8423,45,55+,South America,tablet,iOS,Chrome,380546,0.37749687,1,187.1777778,634243.3333,70%,90%,90%
7729,retail,email,47656,38,55+,North America,desktop,Android,Chrome,80900,0.074198322,1,1254.105263,134833.3333,90%,80%,90%
7730,technology,content marketing,25360,55,18-34,South America,desktop,Windows,Firefox,242297,0.601690594,1,461.0909091,242297,90%,70%,80%
7739,services,email,8230,70,18-34,Africa,desktop,Android,Chrome,411967,0.654724384,1,117.5714286,411967,90%,80%,90%
7741,manufacturing,email,43617,88,35-54,Africa,tablet,iOS,Safari,484808,0.841567859,1,495.6477273,606010,70%,90%,70%
7745,manufacturing,search engine,40027,75,35-54,Asia-Pacific,mobile,iOS,Safari,327532,0.140518015,1,533.6933333,409415,80%,90%,70%
7750,manufacturing,search engine,12831,30,18-34,Asia-Pacific,tablet,iOS,Firefox,34922,0.355093037,1,427.7,34922,70%,90%,80%
7752,services,search engine,40243,18,35-54,Europe,tablet,Android,Firefox,366612,0.077648126,1,2235.722222,458265,70%,80%,80%
7754,manufacturing,influencer,8100,74,35-54,Africa,mobile,Android,Safari,365977,0.04981579,1,109.4594595,457471.25,80%,80%,70%
7758,technology,email,28021,86,18-34,Asia-Pacific,mobile,Android,Chrome,359101,0.489346631,1,325.8255814,359101,80%,80%,90%
7761,technology,social media,36454,47,18-34,North America,mobile,Windows,Safari,403510,0.950895107,1,775.6170213,403510,80%,70%,70%
7762,finance,email,18192,50,18-34,South America,mobile,Windows,Safari,164695,0.056042124,1,363.84,164695,80%,70%,70%
7763,services,social media,7380,81,35-54,Africa,tablet,Android,Safari,54135,0.9854152,1,91.11111111,67668.75,70%,80%,70%
7765,services,social media,33853,56,55+,North America,desktop,Android,Chrome,465363,0.331374885,1,604.5178571,775605,90%,80%,90%
7767,e-commerce,email,5743,11,18-34,South America,desktop,Android,Chrome,401182,0.687718536,1,522.0909091,401182,90%,80%,90%
7768,finance,content marketing,45124,15,55+,Africa,mobile,Android,Firefox,134990,0.058242406,1,3008.266667,224983.3333,80%,80%,80%
7769,manufacturing,influencer,18128,83,35-54,South America,mobile,Windows,Firefox,426553,0.774603111,0,218.4096386,533191.25,80%,70%,80%
7770,finance,content marketing,45791,45,18-34,Asia-Pacific,desktop,iOS,Safari,27541,0.663242758,1,1017.577778,27541,90%,90%,70%
7773,services,influencer,16475,70,55+,Asia-Pacific,mobile,Android,Chrome,120633,0.975227533,1,235.3571429,201055,80%,80%,90%
7775,finance,content marketing,38065,24,55+,North America,mobile,Windows,Safari,63153,0.706507248,1,1586.041667,105255,80%,70%,70%
7776,healthcare,influencer,45916,82,35-54,Europe,desktop,Windows,Firefox,257884,0.961905943,1,559.9512195,322355,90%,70%,80%
7777,finance,search engine,36898,73,18-34,Europe,mobile,iOS,Safari,332144,0.002119473,1,505.4520548,332144,80%,90%,70%
7778,e-commerce,email,46657,11,18-34,Asia-Pacific,mobile,iOS,Safari,78839,0.788931871,1,4241.545455,78839,80%,90%,70%
7779,manufacturing,email,43084,84,35-54,South America,mobile,Android,Firefox,79275,0.05395513,1,512.9047619,99093.75,80%,80%,80%
7783,manufacturing,email,13570,22,55+,South America,mobile,Android,Chrome,279463,0.520916842,1,616.8181818,465771.6667,80%,80%,90%
7786,services,search engine,10656,72,55+,Africa,tablet,Windows,Firefox,91303,0.25699775,1,148,152171.6667,70%,70%,80%
7788,technology,content marketing,17193,14,35-54,South America,mobile,iOS,Chrome,436197,0.180359303,1,1228.071429,545246.25,80%,90%,90%
7791,finance,search engine,16656,32,35-54,North America,tablet,Android,Safari,78009,0.897672726,1,520.5,97511.25,70%,80%,70%
7793,manufacturing,influencer,18429,21,35-54,Africa,desktop,Windows,Safari,38677,0.518622327,1,877.5714286,48346.25,90%,70%,70%
7794,healthcare,email,45315,46,55+,Europe,tablet,iOS,Safari,421790,0.475064171,1,985.1086957,702983.3333,70%,90%,70%
7795,finance,email,47191,36,55+,Africa,desktop,iOS,Firefox,486543,0.702352599,1,1310.861111,810905,90%,90%,80%
7798,technology,email,7402,19,35-54,Europe,desktop,Windows,Firefox,233435,0.737895234,0,389.5789474,291793.75,90%,70%,80%
7801,finance,influencer,12918,34,35-54,Asia-Pacific,mobile,iOS,Firefox,275185,0.504764987,1,379.9411765,343981.25,80%,90%,80%
7802,finance,email,22476,7,18-34,South America,mobile,Android,Firefox,43415,0.980525469,0,3210.857143,43415,80%,80%,80%
7804,services,influencer,37891,40,18-34,South America,tablet,Android,Chrome,232182,0.844861228,1,947.275,232182,70%,80%,90%
7808,healthcare,social media,38370,10,18-34,Africa,mobile,iOS,Firefox,64721,0.627679564,1,3837,64721,80%,90%,80%
7810,services,social media,46264,42,35-54,Africa,tablet,Android,Firefox,363335,0.921364979,1,1101.52381,454168.75,70%,80%,80%
7811,finance,email,8228,67,35-54,Asia-Pacific,mobile,iOS,Chrome,333185,0.873076693,0,122.8059701,416481.25,80%,90%,90%
7812,services,social media,32735,64,18-34,Europe,tablet,iOS,Firefox,196142,0.328427207,1,511.484375,196142,70%,90%,80%
7813,e-commerce,social media,14443,21,55+,Asia-Pacific,desktop,Android,Firefox,247361,0.120034944,1,687.7619048,412268.3333,90%,80%,80%
7814,services,search engine,44276,18,55+,South America,tablet,Windows,Chrome,232862,0.10426644,1,2459.777778,388103.3333,70%,70%,90%
7815,technology,email,36711,82,18-34,Europe,tablet,Android,Firefox,436409,0.968743463,1,447.695122,436409,70%,80%,80%
7819,finance,influencer,44764,38,18-34,South America,tablet,iOS,Safari,246672,0.274168111,1,1178,246672,70%,90%,70%
7821,finance,search engine,46645,14,35-54,South America,tablet,Android,Chrome,36803,0.502229638,1,3331.785714,46003.75,70%,80%,90%
7823,technology,social media,29630,14,18-34,Africa,tablet,iOS,Firefox,299306,0.610829532,1,2116.428571,299306,70%,90%,80%
7825,e-commerce,search engine,25553,35,35-54,North America,tablet,iOS,Firefox,86713,0.397345741,1,730.0857143,108391.25,70%,90%,80%
7827,services,search engine,34668,64,18-34,Europe,tablet,iOS,Chrome,224734,0.219230909,1,541.6875,224734,70%,90%,90%
7828,services,email,48915,69,55+,Europe,desktop,Windows,Firefox,220261,0.672609555,1,708.9130435,367101.6667,90%,70%,80%
7829,manufacturing,search engine,20164,53,18-34,North America,desktop,Android,Firefox,391113,0.802578679,1,380.4528302,391113,90%,80%,80%
7831,services,social media,9839,80,55+,South America,mobile,iOS,Chrome,265202,0.290295333,1,122.9875,442003.3333,80%,90%,90%
7832,services,search engine,43937,44,55+,Africa,mobile,Windows,Chrome,368729,0.561299104,0,998.5681818,614548.3333,80%,70%,90%
7833,e-commerce,email,12655,75,18-34,Asia-Pacific,mobile,Android,Firefox,489818,0.504707448,1,168.7333333,489818,80%,80%,80%
7835,manufacturing,social media,38260,46,55+,South America,desktop,iOS,Firefox,232381,0.763203313,1,831.7391304,387301.6667,90%,90%,80%
7842,e-commerce,influencer,40263,79,18-34,South America,desktop,iOS,Firefox,374631,0.270989849,0,509.6582278,374631,90%,90%,80%
7843,finance,content marketing,46961,42,18-34,North America,mobile,Windows,Chrome,199059,0.635610127,1,1118.119048,199059,80%,70%,90%
7844,services,email,6125,13,18-34,Asia-Pacific,desktop,Windows,Chrome,208740,0.153357262,0,471.1538462,208740,90%,70%,90%
7846,services,search engine,16736,86,35-54,Asia-Pacific,desktop,iOS,Safari,226619,0.861445502,1,194.6046512,283273.75,90%,90%,70%
7847,manufacturing,content marketing,38914,80,18-34,Europe,mobile,Android,Safari,336288,0.887956916,1,486.425,336288,80%,80%,70%
7848,manufacturing,email,19802,45,35-54,North America,tablet,Android,Chrome,293118,0.945534211,1,440.0444444,366397.5,70%,80%,90%
7849,manufacturing,email,19221,64,55+,North America,desktop,iOS,Firefox,49834,0.355681646,1,300.328125,83056.66667,90%,90%,80%
7853,technology,influencer,29564,7,35-54,Asia-Pacific,desktop,iOS,Firefox,161381,0.415593099,1,4223.428571,201726.25,90%,90%,80%
7857,retail,content marketing,23157,13,35-54,Europe,tablet,Windows,Safari,177498,0.482944603,1,1781.307692,221872.5,70%,70%,70%
7858,healthcare,influencer,30497,21,18-34,Africa,tablet,Windows,Firefox,236089,0.64047669,1,1452.238095,236089,70%,70%,80%
7859,manufacturing,search engine,7177,27,35-54,Africa,mobile,Android,Safari,148045,0.669281729,1,265.8148148,185056.25,80%,80%,70%
7860,retail,search engine,22887,72,55+,South America,tablet,Android,Safari,305996,0.274250877,1,317.875,509993.3333,70%,80%,70%
7862,services,social media,43429,54,35-54,Europe,desktop,Windows,Chrome,391714,0.833029965,0,804.2407407,489642.5,90%,70%,90%
7863,services,search engine,31428,79,18-34,Africa,desktop,Android,Firefox,97723,0.515753995,1,397.8227848,97723,90%,80%,80%
7864,services,email,7124,56,35-54,South America,mobile,Windows,Safari,315946,0.902410498,1,127.2142857,394932.5,80%,70%,70%
7865,finance,content marketing,41022,16,18-34,Europe,mobile,Windows,Chrome,358294,0.160899029,1,2563.875,358294,80%,70%,90%
7867,e-commerce,influencer,25771,74,18-34,South America,mobile,iOS,Chrome,215006,0.044319934,1,348.2567568,215006,80%,90%,90%
7868,services,search engine,11089,36,55+,Asia-Pacific,mobile,Windows,Firefox,193323,0.398562765,1,308.0277778,322205,80%,70%,80%
7869,retail,content marketing,10833,40,55+,North America,desktop,Windows,Chrome,209493,0.997037926,1,270.825,349155,90%,70%,90%
7871,e-commerce,influencer,47083,71,18-34,Africa,desktop,Android,Chrome,323624,0.419210632,1,663.1408451,323624,90%,80%,90%
7872,finance,social media,26387,66,18-34,North America,desktop,Windows,Safari,328371,0.68782161,1,399.8030303,328371,90%,70%,70%
7873,finance,content marketing,10753,14,18-34,Europe,desktop,iOS,Firefox,455157,0.048606547,1,768.0714286,455157,90%,90%,80%
7876,retail,social media,6702,75,55+,Africa,tablet,Android,Safari,458267,0.484066011,1,89.36,763778.3333,70%,80%,70%
7877,services,email,39433,63,55+,North America,desktop,iOS,Firefox,184335,0.642476793,1,625.9206349,307225,90%,90%,80%
7878,services,email,26773,51,18-34,South America,mobile,Android,Chrome,176151,0.138937276,1,524.9607843,176151,80%,80%,90%
7880,manufacturing,search engine,43575,80,18-34,South America,mobile,Windows,Safari,177366,0.633596669,1,544.6875,177366,80%,70%,70%
7881,services,influencer,23495,68,55+,Asia-Pacific,desktop,Windows,Firefox,96760,0.301650314,1,345.5147059,161266.6667,90%,70%,80%
7884,technology,social media,26494,27,35-54,Asia-Pacific,tablet,Android,Safari,312560,0.93038544,1,981.2592593,390700,70%,80%,70%
7885,services,email,16216,59,55+,South America,desktop,iOS,Safari,256929,0.725513524,1,274.8474576,428215,90%,90%,70%
7886,retail,social media,49995,51,35-54,Africa,tablet,Windows,Firefox,464711,0.177629075,1,980.2941176,580888.75,70%,70%,80%
7888,retail,content marketing,31770,59,35-54,Europe,desktop,Windows,Safari,389289,0.446704518,1,538.4745763,486611.25,90%,70%,70%
7890,finance,search engine,21185,81,35-54,South America,desktop,iOS,Firefox,241836,0.611420574,1,261.5432099,302295,90%,90%,80%
7892,technology,social media,16101,67,55+,South America,tablet,iOS,Firefox,301600,0.312429627,1,240.3134328,502666.6667,70%,90%,80%
7897,e-commerce,social media,20950,21,35-54,North America,mobile,Windows,Safari,448902,0.195623044,1,997.6190476,561127.5,80%,70%,70%
7898,finance,content marketing,8996,59,35-54,Asia-Pacific,tablet,Android,Chrome,23306,0.596097066,1,152.4745763,29132.5,70%,80%,90%
7900,manufacturing,content marketing,28232,87,18-34,South America,desktop,Android,Safari,348478,0.022167734,1,324.5057471,348478,90%,80%,70%
7906,finance,influencer,17949,13,55+,South America,tablet,Windows,Safari,20565,0.55816595,1,1380.692308,34275,70%,70%,70%
7907,manufacturing,search engine,24807,51,35-54,Africa,tablet,Windows,Firefox,39307,0.845084353,1,486.4117647,49133.75,70%,70%,80%
7909,retail,email,5235,56,18-34,North America,desktop,Android,Chrome,338176,0.162324062,1,93.48214286,338176,90%,80%,90%
7910,manufacturing,social media,12993,55,35-54,South America,desktop,Android,Safari,463378,0.654357642,0,236.2363636,579222.5,90%,80%,70%
7911,services,influencer,30544,54,55+,Asia-Pacific,tablet,Android,Safari,317205,0.74174001,1,565.6296296,528675,70%,80%,70%
7914,finance,social media,22614,45,55+,South America,tablet,iOS,Safari,314447,0.392367861,1,502.5333333,524078.3333,70%,90%,70%
7916,services,influencer,31430,88,35-54,North America,tablet,Windows,Chrome,443080,0.956403671,1,357.1590909,553850,70%,70%,90%
7917,manufacturing,search engine,26308,69,18-34,Africa,desktop,iOS,Chrome,137829,0.899640033,1,381.2753623,137829,90%,90%,90%
7918,finance,influencer,5051,62,35-54,North America,mobile,Android,Chrome,397671,0.030802742,1,81.46774194,497088.75,80%,80%,90%
7921,e-commerce,content marketing,6056,29,35-54,South America,mobile,Android,Firefox,296696,0.000876984,1,208.8275862,370870,80%,80%,80%
7924,technology,email,28993,74,35-54,South America,tablet,Windows,Safari,32587,0.086599316,0,391.7972973,40733.75,70%,70%,70%
7929,manufacturing,social media,11532,37,55+,Africa,tablet,iOS,Chrome,197303,0.891396031,1,311.6756757,328838.3333,70%,90%,90%
7931,finance,content marketing,43329,86,18-34,North America,tablet,Android,Chrome,147841,0.960916711,1,503.8255814,147841,70%,80%,90%
7936,finance,search engine,41382,56,55+,South America,tablet,Android,Safari,407540,0.565420656,1,738.9642857,679233.3333,70%,80%,70%
7939,finance,content marketing,9806,67,55+,North America,desktop,iOS,Chrome,386819,0.860953824,1,146.358209,644698.3333,90%,90%,90%
7940,finance,content marketing,34357,88,35-54,South America,tablet,Windows,Chrome,288147,0.052193805,1,390.4204545,360183.75,70%,70%,90%
7942,manufacturing,social media,12611,72,18-34,South America,mobile,Windows,Safari,486543,0.988755761,1,175.1527778,486543,80%,70%,70%
7944,retail,content marketing,16206,36,55+,South America,tablet,iOS,Firefox,299919,0.303367475,1,450.1666667,499865,70%,90%,80%
7946,services,content marketing,6707,49,55+,Europe,desktop,Android,Chrome,170311,0.541437343,1,136.877551,283851.6667,90%,80%,90%
7947,manufacturing,content marketing,13493,70,55+,Africa,mobile,Android,Firefox,24979,0.105159089,0,192.7571429,41631.66667,80%,80%,80%
7948,retail,content marketing,13509,65,18-34,Africa,mobile,iOS,Firefox,446314,0.214291637,1,207.8307692,446314,80%,90%,80%
7949,manufacturing,email,27290,68,35-54,Asia-Pacific,desktop,Android,Firefox,265325,0.669402038,1,401.3235294,331656.25,90%,80%,80%
7950,services,influencer,24339,16,18-34,North America,mobile,Windows,Chrome,499268,0.592560662,1,1521.1875,499268,80%,70%,90%
7951,finance,social media,24311,70,18-34,Asia-Pacific,mobile,Android,Chrome,431537,0.344320147,1,347.3,431537,80%,80%,90%
7954,manufacturing,email,13868,55,55+,Africa,desktop,Windows,Safari,131204,0.230808134,1,252.1454545,218673.3333,90%,70%,70%
7955,finance,content marketing,20749,80,18-34,Europe,desktop,iOS,Firefox,138841,0.47118126,0,259.3625,138841,90%,90%,80%
7956,finance,content marketing,29792,33,18-34,Europe,tablet,Android,Firefox,327357,0.711592175,1,902.7878788,327357,70%,80%,80%
7958,finance,social media,32472,63,35-54,Asia-Pacific,desktop,Windows,Safari,466570,0.246328657,1,515.4285714,583212.5,90%,70%,70%
7959,e-commerce,email,27442,85,35-54,Asia-Pacific,desktop,Android,Firefox,299619,0.647847659,1,322.8470588,374523.75,90%,80%,80%
7962,e-commerce,influencer,9851,9,55+,South America,mobile,Android,Safari,453300,0.66914957,1,1094.555556,755500,80%,80%,70%
7963,manufacturing,influencer,40757,35,18-34,Africa,tablet,Windows,Safari,404174,0.580994078,1,1164.485714,404174,70%,70%,70%
7966,finance,content marketing,43171,86,35-54,Europe,tablet,Android,Firefox,462795,0.752000574,1,501.9883721,578493.75,70%,80%,80%
7967,finance,social media,31082,75,18-34,South America,mobile,Android,Firefox,13512,0.015666774,1,414.4266667,13512,80%,80%,80%
7969,manufacturing,content marketing,30866,48,18-34,North America,tablet,Windows,Safari,98366,0.973223931,1,643.0416667,98366,70%,70%,70%
7974,healthcare,search engine,13427,13,35-54,South America,desktop,Windows,Chrome,336750,0.91275541,1,1032.846154,420937.5,90%,70%,90%
7977,retail,email,7786,36,35-54,Asia-Pacific,tablet,Windows,Safari,176762,0.330158048,1,216.2777778,220952.5,70%,70%,70%
7981,manufacturing,content marketing,35807,7,18-34,North America,tablet,iOS,Chrome,160714,0.331147932,1,5115.285714,160714,70%,90%,90%
